MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,TotalBsmtSF,RoofMatl,BedroomAbvGr,Foundation,HouseStyle,CentralAir,ExterCond,GrLivArea,Fireplaces,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageArea,PavedDrive,SalePrice,Age
20,RL,12984,AllPub,Crawfor,6,1430,CompShg,3,CBlock,1Story,Y,TA,1647,1,1,7,Attchd,621,Y,217500,29
160,RM,1950,AllPub,Blueste,6,716,CompShg,3,CBlock,2Story,Y,Gd,1556,1,1,6,Attchd,452,Y,151000,28
60,RL,10927,AllPub,NridgHt,5,1058,CompShg,3,PConc,2Story,Y,TA,1904,1,1,8,BuiltIn,736,Y,275000,1
50,RM,9000,AllPub,IDOTRR,6,780,CompShg,3,PConc,1.5Fin,Y,Gd,1375,1,1,6,Detchd,544,P,141000,70
60,RL,10041,AllPub,SawyerW,5,908,CompShg,3,PConc,2Story,Y,TA,1915,1,1,8,Attchd,506,Y,220000,14
160,FV,3182,AllPub,Somerst,5,600,CompShg,2,PConc,2Story,Y,TA,1200,0,1,4,Detchd,480,Y,151000,6
20,RL,12803,AllPub,CollgCr,5,1494,CompShg,3,PConc,1Story,Y,TA,1494,1,1,6,Attchd,530,Y,221000,6
60,RL,13600,AllPub,NAmes,6,768,CompShg,3,CBlock,2Story,Y,TA,1986,3,1,7,Attchd,486,Y,205000,44
20,RL,12464,AllPub,CollgCr,5,1040,CompShg,3,PConc,1Story,Y,Gd,1040,0,1,6,Detchd,576,Y,152000,13
20,RL,7800,AllPub,Edwards,8,896,CompShg,3,CBlock,2Story,Y,Gd,2008,0,1,8,Attchd,230,Y,225000,58
70,RL,12168,AllPub,Crawfor,6,965,CompShg,4,PConc,2Story,Y,TA,3194,2,1,10,Basment,380,Y,359100,73
20,RL,7943,AllPub,Sawyer,5,1029,CompShg,3,CBlock,1Story,Y,Fa,1029,0,1,5,Attchd,261,Y,118500,46
60,RL,11050,AllPub,CollgCr,5,1440,CompShg,3,PConc,2Story,Y,TA,2153,2,1,8,Attchd,736,Y,313000,9
80,RL,10395,AllPub,NWAmes,6,1032,CompShg,3,CBlock,SLvl,Y,TA,1032,1,1,6,Attchd,564,Y,148000,29
60,RL,11885,AllPub,CollgCr,5,1299,CompShg,3,PConc,2Story,Y,TA,1872,1,1,7,BuiltIn,531,Y,261500,8
20,RL,8402,AllPub,Mitchel,5,1120,CompShg,3,PConc,1Story,Y,TA,1120,0,1,6,,0,Y,147000,0
180,RM,1491,AllPub,MeadowV,6,630,CompShg,1,CBlock,SFoyer,Y,TA,630,0,1,3,,0,Y,75500,38
85,RL,8800,AllPub,NAmes,7,936,CompShg,3,PConc,SFoyer,Y,Gd,1054,0,1,6,Attchd,480,Y,137500,47
60,RL,7861,AllPub,Gilbert,5,783,CompShg,3,PConc,2Story,Y,TA,1509,1,1,7,Attchd,393,Y,183200,4
45,RL,7227,AllPub,NAmes,6,832,CompShg,2,CBlock,1.5Unf,Y,TA,832,0,1,4,Detchd,528,Y,105500,54
20,RL,11694,AllPub,NridgHt,5,1822,CompShg,3,PConc,1Story,Y,TA,1828,1,1,9,Attchd,774,Y,314813,0
60,RL,12244,AllPub,Timber,5,1482,CompShg,4,PConc,2Story,Y,TA,2262,2,1,10,Attchd,749,Y,305000,5
30,RL,8248,AllPub,Edwards,3,864,CompShg,2,BrkTil,1Story,N,TA,864,0,1,5,,0,N,67000,94
60,RL,10800,AllPub,NWAmes,7,1522,CompShg,4,CBlock,2Story,Y,TA,2614,1,1,9,Attchd,624,Y,240000,34
20,RL,7064,AllPub,Sawyer,6,980,CompShg,3,CBlock,1Story,Y,TA,980,0,1,6,Detchd,484,Y,135000,32
160,FV,2117,AllPub,Somerst,5,756,CompShg,2,PConc,2Story,Y,TA,1512,1,1,4,Detchd,440,Y,168500,7
60,RL,10400,AllPub,NWAmes,5,732,CompShg,4,CBlock,2Story,Y,TA,1790,1,1,8,Attchd,484,Y,165150,34
20,RL,10000,AllPub,NAmes,6,1116,CompShg,3,CBlock,1Story,Y,TA,1116,0,1,5,Attchd,440,Y,160000,48
20,RL,12342,AllPub,NAmes,5,978,CompShg,3,CBlock,1Story,Y,TA,1422,1,1,6,Attchd,286,Y,139900,47
80,RL,9600,AllPub,NAmes,6,1156,CompShg,3,CBlock,SLvl,Y,TA,1520,2,1,7,Basment,364,Y,153000,55
60,RL,11606,AllPub,NAmes,5,1040,CompShg,5,PConc,2Story,Y,TA,2080,2,1,9,Attchd,504,Y,135000,38
80,RL,9020,AllPub,NAmes,5,1248,WdShngl,3,CBlock,SLvl,Y,TA,1350,0,1,6,Attchd,520,Y,168500,44
70,RM,9000,AllPub,OldTown,6,636,CompShg,3,BrkTil,2Story,Y,TA,1750,0,1,8,Detchd,240,N,124000,126
120,RL,4590,AllPub,NridgHt,5,1554,CompShg,2,PConc,1Story,Y,TA,1554,1,1,6,Attchd,627,Y,209500,1
20,RL,11900,AllPub,NWAmes,5,1386,CompShg,3,CBlock,1Story,Y,Gd,1411,1,1,6,Attchd,544,Y,82500,32
20,RL,9250,AllPub,NAmes,7,1056,CompShg,3,CBlock,1Story,Y,TA,1056,0,1,6,Attchd,260,Y,139400,53
90,RL,6979,AllPub,OldTown,5,1056,CompShg,0,CBlock,SFoyer,Y,TA,1056,0,2,4,Detchd,576,Y,144000,30
190,RH,10896,AllPub,SWISU,7,1440,CompShg,8,CBlock,2.5Fin,Y,TA,3395,0,2,14,,0,N,200000,93
30,RM,6120,AllPub,BrkSide,3,264,CompShg,1,BrkTil,1Story,N,Fa,800,1,1,4,,0,N,60000,73
190,RM,6000,AllPub,OldTown,4,811,CompShg,3,CBlock,1.5Fin,Y,TA,1387,0,2,7,BuiltIn,256,Y,93000,55
30,RL,8777,AllPub,Edwards,7,796,CompShg,2,CBlock,1Story,Y,TA,796,0,1,4,,0,P,85000,98
120,RL,3982,AllPub,Blmngtn,5,1520,CompShg,1,PConc,1Story,Y,TA,1567,1,1,7,Attchd,648,Y,264561,0
120,RL,12677,AllPub,NridgHt,5,1518,CompShg,1,PConc,1Story,Y,TA,1518,1,1,6,Attchd,588,Y,274000,5
60,FV,7050,AllPub,Somerst,5,1057,CompShg,3,PConc,2Story,Y,TA,1929,1,1,7,Attchd,650,Y,226000,6
80,RL,13860,AllPub,NAmes,7,1952,CompShg,4,CBlock,SLvl,Y,TA,2704,3,1,9,Attchd,538,Y,345000,37
60,RL,10793,AllPub,NWAmes,5,780,CompShg,4,CBlock,2Story,Y,TA,1620,0,1,7,Attchd,462,Y,152000,38
20,FV,9187,AllPub,Somerst,5,1766,CompShg,2,PConc,1Story,Y,TA,1766,1,1,7,Attchd,478,Y,370878,0
20,RL,10530,AllPub,NAmes,5,981,CompShg,3,CBlock,1Story,Y,TA,981,0,1,5,Detchd,576,Y,143250,36
20,RL,7200,AllPub,NAmes,5,0,CompShg,3,CBlock,1Story,Y,TA,1048,0,1,7,Detchd,420,Y,98300,58
20,RL,10452,AllPub,Edwards,5,1094,CompShg,3,CBlock,1Story,Y,TA,1094,2,1,5,Attchd,495,Y,155000,55
60,RL,7700,AllPub,NAmes,5,756,CompShg,4,CBlock,2Story,Y,TA,1839,1,1,7,Attchd,442,Y,155000,44
180,RM,1936,AllPub,MeadowV,6,630,CompShg,1,CBlock,SFoyer,Y,TA,630,0,1,3,,0,Y,84500,37
60,FV,8125,AllPub,Somerst,6,813,CompShg,3,PConc,2Story,Y,TA,1665,0,1,7,Attchd,562,Y,205950,1
70,RL,9084,AllPub,Edwards,5,755,CompShg,4,CBlock,2Story,Y,TA,1510,1,1,7,Detchd,296,P,108000,69
60,RL,8750,AllPub,CollgCr,5,880,CompShg,2,PConc,2Story,Y,TA,1716,1,1,7,Attchd,512,Y,191000,13
50,RM,10320,AllPub,IDOTRR,7,756,CompShg,3,CBlock,1.5Fin,Y,TA,1469,0,1,7,Detchd,216,Y,135000,102
20,RL,10437,AllPub,NoRidge,6,2109,CompShg,2,PConc,1Story,Y,Gd,2113,1,1,7,Attchd,839,Y,350000,13
160,RM,1680,AllPub,BrDale,5,525,CompShg,3,CBlock,2Story,Y,TA,1092,0,1,6,Detchd,264,Y,88000,39
20,RL,10007,AllPub,NAmes,7,1053,CompShg,3,CBlock,1Story,Y,TA,1053,0,1,5,Attchd,312,Y,145500,49
70,RL,7200,AllPub,Crawfor,6,776,CompShg,3,BrkTil,2Story,Y,Fa,1502,1,1,6,Attchd,270,P,149000,77
50,RL,17503,AllPub,NAmes,5,912,CompShg,3,CBlock,1.5Fin,Y,TA,1458,1,1,6,Attchd,330,Y,97500,62
20,RL,9937,AllPub,Edwards,7,1486,CompShg,3,PConc,1Story,Y,Gd,1486,0,1,7,Detchd,480,Y,167000,45
60,RL,12384,AllPub,NWAmes,7,793,CompShg,3,CBlock,2Story,Y,TA,1935,1,1,7,Attchd,550,Y,197900,31
60,RL,46589,AllPub,NoRidge,7,1629,CompShg,4,PConc,2Story,Y,TA,2448,1,1,8,Attchd,711,Y,402000,15
20,RL,13560,AllPub,NAmes,3,1392,CompShg,2,CBlock,1Story,Y,TA,1392,2,1,5,Attchd,576,Y,110000,41
85,RL,10012,AllPub,Edwards,5,1138,CompShg,3,CBlock,SFoyer,Y,TA,1181,0,1,6,Detchd,588,Y,137500,36
20,RL,20896,AllPub,Somerst,5,2077,CompShg,1,PConc,1Story,Y,TA,2097,1,1,8,Attchd,1134,Y,423000,1
60,RL,11194,AllPub,Gilbert,5,1406,CompShg,3,PConc,2Story,Y,TA,1936,1,1,7,Attchd,504,Y,230500,6
60,RL,18450,AllPub,NAmes,5,1021,Tar&Grv,3,CBlock,2Story,Y,Gd,2380,1,1,7,CarPort,596,Y,129000,42
20,RL,8125,AllPub,SawyerW,5,1408,CompShg,3,PConc,1Story,Y,TA,1679,1,1,7,Attchd,575,Y,193500,14
20,RL,14175,AllPub,Sawyer,6,1188,CompShg,3,CBlock,1Story,Y,TA,1437,1,1,6,Detchd,576,Y,168000,50
30,RL,11600,AllPub,Crawfor,5,700,CompShg,2,BrkTil,1Story,Y,TA,1180,1,1,5,Detchd,252,Y,137500,84
60,RL,8633,AllPub,CollgCr,5,738,CompShg,3,PConc,2Story,Y,TA,1476,0,1,7,Attchd,540,Y,173500,4
70,RH,6629,AllPub,Edwards,6,672,CompShg,3,BrkTil,2Story,N,Gd,1369,0,1,6,Detchd,300,Y,103600,84
20,RL,11250,AllPub,Veenker,6,1208,CompShg,3,CBlock,1Story,Y,TA,1208,1,1,6,Attchd,546,Y,165000,29
20,RL,14442,AllPub,Crawfor,7,1477,CompShg,3,PConc,1Story,Y,TA,1839,2,1,7,Attchd,416,Y,257500,50
20,RL,9200,AllPub,NAmes,6,1136,CompShg,3,CBlock,1Story,Y,TA,1136,1,1,5,Attchd,384,Y,140000,43
160,RL,2289,AllPub,NPkVill,6,855,CompShg,3,CBlock,2Story,Y,TA,1441,1,1,7,Attchd,440,Y,148500,31
70,RM,9600,AllPub,OldTown,2,1095,CompShg,4,BrkTil,2Story,N,TA,1774,0,2,8,2Types,779,N,87000,106
30,RL,9022,AllPub,OldTown,8,768,CompShg,2,BrkTil,1Story,Y,TA,792,0,1,5,Detchd,240,N,109500,85
20,RL,11844,AllPub,StoneBr,5,2046,CompShg,3,PConc,1Story,Y,TA,2046,1,1,7,Attchd,834,Y,372500,1
20,RL,9945,AllPub,Sawyer,5,988,CompShg,3,CBlock,1Story,Y,TA,988,0,1,5,Detchd,572,Y,128500,46
120,RL,8012,AllPub,SawyerW,5,923,CompShg,2,CBlock,1Story,Y,TA,923,1,1,5,Attchd,264,Y,143000,30
50,RH,4500,AllPub,SWISU,5,793,CompShg,3,BrkTil,1.5Fin,Y,TA,1520,0,1,6,Detchd,281,Y,159434,77
120,RL,2887,AllPub,ClearCr,5,1291,CompShg,2,PConc,1Story,Y,TA,1291,1,1,6,Attchd,431,Y,173000,12
20,RL,11248,AllPub,CollgCr,5,1626,CompShg,3,PConc,1Story,Y,TA,1668,1,1,7,Attchd,702,Y,285000,5
60,RL,16770,AllPub,NoRidge,5,1195,CompShg,4,PConc,2Story,Y,TA,1839,0,1,7,Attchd,486,Y,221000,12
160,RL,5062,AllPub,StoneBr,5,1190,CompShg,3,CBlock,2Story,Y,TA,2090,1,1,6,Attchd,577,Y,207500,23
60,FV,10207,AllPub,Somerst,6,874,CompShg,3,PConc,2Story,Y,TA,1761,0,1,7,Attchd,578,Y,227875,0
160,FV,5105,AllPub,Somerst,5,551,CompShg,2,PConc,2Story,Y,TA,1102,0,1,4,Detchd,480,Y,148800,3
20,RL,8089,AllPub,StoneBr,6,1419,CompShg,2,PConc,1Story,Y,TA,1419,1,1,7,Attchd,567,Y,392000,0
120,RL,7577,AllPub,NridgHt,5,1362,CompShg,2,PConc,1Story,Y,TA,1362,1,1,6,Attchd,460,Y,194700,2
120,RM,4426,AllPub,CollgCr,5,848,CompShg,1,PConc,1Story,Y,TA,848,1,1,3,Attchd,420,Y,141000,4
60,RL,21535,AllPub,NoRidge,6,2444,WdShngl,4,PConc,2Story,Y,TA,4316,2,1,10,Attchd,832,Y,755000,13
60,RL,26178,AllPub,Timber,5,1210,CompShg,4,PConc,2Story,Y,TA,2519,2,1,9,Attchd,628,Y,335000,17
30,RL,5400,AllPub,OldTown,6,1073,CompShg,2,BrkTil,1Story,Y,TA,1073,0,1,4,Detchd,326,Y,108480,85
50,RM,6120,AllPub,BrkSide,6,927,CompShg,3,BrkTil,1.5Fin,Y,Fa,1539,0,1,5,Detchd,576,Y,141500,73
20,RL,13811,AllPub,Timber,6,1112,CompShg,2,CBlock,1Story,Y,TA,1137,1,1,5,Attchd,551,Y,176000,19
30,RM,6000,AllPub,BrkSide,7,616,CompShg,2,CBlock,1Story,Y,TA,616,0,1,4,Detchd,205,Y,89000,85
20,RL,6420,AllPub,Edwards,7,980,CompShg,2,PConc,1Story,Y,TA,1148,0,1,6,Detchd,308,Y,123500,54
20,RL,8450,AllPub,Sawyer,8,894,CompShg,3,CBlock,1Story,Y,Gd,894,1,1,5,Detchd,336,Y,138500,45
120,FV,4282,AllPub,Somerst,5,1391,CompShg,2,PConc,1Story,Y,TA,1391,0,1,5,Attchd,530,Y,196000,4
20,RL,14331,AllPub,Timber,5,1800,CompShg,3,PConc,1Story,Y,TA,1800,1,1,7,Attchd,765,Y,312500,4
20,RL,9600,AllPub,NWAmes,5,1164,CompShg,3,CBlock,1Story,Y,TA,1164,0,1,6,Attchd,528,Y,140000,37
60,RL,12438,AllPub,StoneBr,5,1234,CompShg,4,PConc,2Story,Y,TA,2576,1,1,10,BuiltIn,666,Y,361919,0
190,RM,7630,AllPub,OldTown,9,360,CompShg,4,BrkTil,2Story,Y,Gd,1812,1,2,8,Detchd,672,N,140000,110
20,RL,8400,AllPub,CollgCr,5,1473,CompShg,3,PConc,1Story,Y,TA,1484,0,1,7,Attchd,606,Y,213000,6
190,RM,5600,AllPub,IDOTRR,5,0,CompShg,3,Slab,2Story,N,Fa,1092,0,2,7,,0,N,55000,80
20,RL,115149,AllPub,ClearCr,5,1643,CompShg,2,CBlock,1Story,Y,TA,1824,2,1,5,Attchd,739,Y,302000,36
120,RL,6240,AllPub,NridgHt,5,1324,CompShg,2,PConc,1Story,Y,TA,1324,1,1,6,Attchd,550,Y,254000,3
60,RL,9018,AllPub,Gilbert,5,728,CompShg,3,PConc,2Story,Y,TA,1456,1,1,8,Attchd,400,Y,179540,0
20,RL,7162,AllPub,Sawyer,7,876,CompShg,3,PConc,1Story,Y,TA,904,0,1,6,Attchd,408,Y,109900,42
30,RL,4130,AllPub,BrkSide,6,270,CompShg,2,CBlock,1Story,Y,TA,729,0,1,5,,0,N,52000,73
50,C (all),8712,AllPub,IDOTRR,7,859,CompShg,2,Stone,1.5Fin,Y,TA,1178,0,1,7,Detchd,384,N,102776,110
120,RL,4671,AllPub,StoneBr,5,1228,CompShg,2,PConc,1Story,Y,TA,1228,1,1,5,Attchd,472,Y,189000,20
190,RL,9873,AllPub,BrkSide,5,960,CompShg,3,CBlock,1Story,N,TA,960,0,1,6,Detchd,576,Y,129000,36
60,RL,13517,AllPub,Sawyer,8,725,CompShg,3,CBlock,2Story,Y,TA,1479,0,1,6,Attchd,475,Y,130500,34
20,RL,10140,AllPub,NWAmes,5,1064,CompShg,3,CBlock,1Story,Y,TA,1350,1,1,7,Attchd,478,Y,165000,35
70,RM,10800,AllPub,OldTown,8,718,CompShg,3,BrkTil,2Story,Y,Gd,2554,0,1,8,Detchd,704,P,159500,117
20,RL,10000,AllPub,NWAmes,6,1176,CompShg,3,CBlock,1Story,Y,TA,1178,1,1,5,Attchd,439,Y,157000,35
60,RL,10542,AllPub,NoRidge,5,1311,CompShg,3,PConc,2Story,Y,TA,2418,1,1,9,Attchd,983,Y,341000,15
20,RL,9920,AllPub,CollgCr,6,971,CompShg,3,CBlock,1Story,Y,TA,971,1,1,5,Attchd,300,Y,128500,37
120,RL,6563,AllPub,StoneBr,5,1742,CompShg,2,PConc,1Story,Y,TA,1742,1,1,5,Attchd,564,Y,275000,21
120,RM,4426,AllPub,CollgCr,5,848,CompShg,1,PConc,1Story,Y,TA,848,0,1,3,Attchd,420,Y,143000,6
20,RL,8120,AllPub,NAmes,7,864,CompShg,3,CBlock,1Story,Y,Gd,864,0,1,5,Detchd,463,Y,124500,39
50,RL,8172,AllPub,Edwards,6,941,CompShg,4,PConc,1.5Fin,Y,TA,1470,0,1,7,Detchd,548,Y,135000,54
20,RL,13286,AllPub,Edwards,5,1698,CompShg,3,PConc,1Story,Y,TA,1698,1,1,8,Attchd,768,Y,320000,2
20,RL,6960,AllPub,NAmes,6,864,CompShg,3,CBlock,1Story,Y,TA,864,0,1,5,Detchd,660,Y,120500,39
20,RL,21695,AllPub,Crawfor,9,880,CompShg,3,CBlock,1Story,Y,Gd,1680,1,1,5,Attchd,540,Y,222000,21
20,RL,7314,AllPub,CollgCr,5,1232,CompShg,2,PConc,1Story,Y,TA,1232,0,1,6,Attchd,632,Y,194500,2
90,RL,11475,AllPub,NAmes,5,1584,CompShg,4,CBlock,1Story,Y,TA,1776,0,2,9,Detchd,888,Y,110000,51
30,RM,6240,AllPub,IDOTRR,5,780,CompShg,2,CBlock,1.5Fin,Y,TA,1208,0,1,5,Detchd,539,Y,103000,84
120,RL,5389,AllPub,StoneBr,5,1595,CompShg,2,PConc,1Story,Y,TA,1616,1,1,5,Attchd,608,Y,236500,15
80,RL,9590,AllPub,Timber,5,868,CompShg,3,PConc,SLvl,Y,TA,1146,1,1,6,Attchd,438,Y,187500,4
60,RL,11404,AllPub,CollgCr,5,1153,CompShg,3,PConc,2Story,Y,TA,2031,1,1,8,Attchd,541,Y,222500,10
20,RL,10000,AllPub,Sawyer,6,864,CompShg,3,CBlock,1Story,Y,TA,1144,1,1,6,Attchd,264,Y,131400,48
20,RL,8978,AllPub,Sawyer,5,948,CompShg,3,PConc,1Story,Y,TA,948,0,1,6,Attchd,300,Y,108000,39
75,RM,10800,AllPub,OldTown,7,880,CompShg,2,BrkTil,2.5Unf,N,TA,1768,2,1,6,Detchd,320,N,163000,92
90,RL,8544,AllPub,NAmes,4,0,CompShg,2,CBlock,1Story,N,TA,1040,0,2,6,Detchd,400,Y,93500,56
60,RL,10463,AllPub,Gilbert,5,893,CompShg,3,PConc,2Story,Y,TA,1801,1,1,8,Attchd,800,Y,239900,1
90,RL,10800,AllPub,Edwards,5,1200,CompShg,3,CBlock,1Story,Y,TA,1200,0,1,5,,0,Y,179000,22
60,RL,9313,AllPub,CollgCr,5,864,CompShg,3,PConc,2Story,Y,TA,1728,0,1,7,Attchd,572,Y,190000,5
70,RM,9600,AllPub,OldTown,7,264,CompShg,2,BrkTil,2Story,Y,Gd,1432,0,1,7,Detchd,360,Y,132000,97
20,RL,6768,AllPub,Sawyer,8,912,CompShg,3,CBlock,1Story,Y,Gd,912,0,1,5,Detchd,288,Y,142000,47
20,RL,8450,AllPub,SawyerW,5,1349,CompShg,3,PConc,1Story,Y,TA,1349,0,1,6,Attchd,539,Y,179000,7
80,RL,12886,AllPub,Sawyer,6,520,CompShg,3,CBlock,SLvl,Y,TA,1464,1,1,6,Attchd,480,Y,175000,46
120,RL,5395,AllPub,StoneBr,5,1337,CompShg,2,PConc,1Story,Y,TA,1337,1,1,5,Attchd,462,Y,180000,15
60,RL,8963,AllPub,NWAmes,9,1142,CompShg,4,CBlock,2Story,Y,Gd,2715,2,1,11,BuiltIn,831,Y,299800,32
60,RL,8795,AllPub,Gilbert,5,952,CompShg,4,PConc,2Story,Y,TA,2256,1,1,8,BuiltIn,554,Y,236000,9
70,RM,11700,AllPub,OldTown,7,1240,CompShg,4,Stone,2Story,N,TA,2640,1,1,8,Detchd,864,N,265979,129
20,RL,10593,AllPub,NoRidge,5,1720,CompShg,3,PConc,1Story,Y,TA,1720,1,1,7,Attchd,527,Y,260400,14
50,RL,8405,AllPub,Edwards,3,0,CompShg,4,Slab,1.5Fin,N,TA,1529,0,1,9,Detchd,240,N,98000,64
50,RM,8800,AllPub,OldTown,7,576,CompShg,3,BrkTil,1.5Fin,Y,TA,1140,0,1,7,,0,N,96500,100
60,RL,7750,AllPub,Gilbert,5,660,CompShg,3,PConc,2Story,Y,TA,1320,0,1,6,Attchd,400,Y,162000,4
20,RL,9236,AllPub,CollgCr,5,1479,CompShg,3,PConc,1Story,Y,Gd,1494,0,1,6,Attchd,576,Y,217000,9
60,RL,10240,AllPub,NridgHt,5,1030,CompShg,3,PConc,2Story,Y,TA,2098,1,1,8,Attchd,878,Y,275500,1
20,RL,7930,AllPub,NAmes,8,1026,CompShg,3,CBlock,1Story,Y,TA,1026,0,1,5,Detchd,440,Y,156000,40
160,FV,3230,AllPub,Somerst,5,729,CompShg,3,PConc,2Story,Y,TA,1471,0,1,6,Detchd,440,Y,172500,10
60,RL,10769,AllPub,CollgCr,5,866,CompShg,3,PConc,2Story,Y,TA,1768,0,1,7,Attchd,578,Y,212000,2
60,RL,11616,AllPub,Sawyer,5,672,CompShg,3,CBlock,2Story,Y,TA,1386,1,1,6,Attchd,440,Y,158900,32
160,FV,2280,AllPub,Somerst,5,744,CompShg,3,PConc,2Story,Y,TA,1501,0,1,6,Detchd,440,Y,179400,9
60,RL,12257,AllPub,NoRidge,5,1318,CompShg,4,PConc,2Story,Y,TA,2531,1,1,9,Attchd,752,Y,290000,12
20,RL,9100,AllPub,NAmes,6,864,CompShg,2,CBlock,1Story,Y,TA,864,0,1,5,Detchd,300,Y,127500,50
30,RM,6911,AllPub,BrkSide,5,1145,CompShg,2,PConc,1Story,Y,TA,1301,0,1,5,Detchd,440,Y,100000,85
60,FV,8640,AllPub,Somerst,5,756,CompShg,3,PConc,2Story,Y,TA,1547,0,1,7,Attchd,614,Y,215200,1
60,RL,9430,AllPub,NoRidge,5,1252,CompShg,3,PConc,2Story,Y,TA,2365,1,1,8,Attchd,856,Y,337000,10
120,RL,9549,AllPub,Veenker,5,1494,CompShg,2,PConc,1Story,Y,Gd,1494,1,1,6,Attchd,481,Y,270000,11
20,RL,14587,AllPub,Somerst,5,1498,CompShg,2,PConc,1Story,Y,TA,1506,1,1,6,Attchd,592,Y,264132,0
60,RL,10421,AllPub,NWAmes,5,980,CompShg,3,CBlock,2Story,Y,TA,1714,1,1,7,Attchd,496,Y,196500,22
50,RL,12508,AllPub,Mitchel,7,983,CompShg,4,CBlock,1.5Fin,Y,TA,1750,0,1,7,Attchd,423,Y,160000,68
20,RL,9100,AllPub,CollgCr,5,1860,CompShg,3,PConc,1Story,Y,TA,1836,1,1,8,Attchd,484,Y,216837,2
60,RL,53504,AllPub,StoneBr,5,1650,CompShg,4,PConc,2Story,Y,TA,3279,1,1,12,BuiltIn,841,Y,538000,7
85,RL,7252,AllPub,Sawyer,5,858,CompShg,2,CBlock,SFoyer,Y,TA,858,0,1,5,Detchd,576,Y,134900,27
20,RL,8877,AllPub,Edwards,5,836,CompShg,2,CBlock,1Story,Y,TA,1220,0,1,6,Detchd,396,Y,102000,55
80,RL,7819,AllPub,Edwards,5,1029,CompShg,3,CBlock,SLvl,Y,TA,1117,1,1,6,Detchd,672,Y,107000,34
20,RL,10150,AllPub,NAmes,5,912,CompShg,2,CBlock,1Story,Y,TA,912,0,1,5,Attchd,275,Y,114500,49
20,RL,14226,AllPub,NridgHt,5,1935,CompShg,3,PConc,1Story,Y,TA,1973,1,1,9,Attchd,895,Y,395000,1
120,RM,4500,AllPub,Mitchel,5,1204,CompShg,2,PConc,1Story,Y,TA,1204,0,1,5,Attchd,412,Y,162000,11
20,RL,11210,AllPub,CollgCr,5,1614,CompShg,3,PConc,1Story,Y,TA,1614,0,1,7,Attchd,865,Y,221500,1
20,RL,13350,AllPub,Sawyer,5,864,CompShg,3,CBlock,1Story,Y,TA,894,1,1,5,Attchd,440,Y,142500,32
90,RH,8400,AllPub,SawyerW,5,0,CompShg,4,Slab,1Story,Y,TA,2020,2,2,10,Detchd,630,Y,144000,30
90,RL,10530,AllPub,Mitchel,5,975,CompShg,2,CBlock,SFoyer,Y,TA,1004,0,1,4,Attchd,504,Y,135000,29
20,RL,7875,AllPub,Gilbert,5,1237,CompShg,3,PConc,1Story,Y,TA,1253,1,1,6,Attchd,402,Y,176000,12
60,RL,7153,AllPub,SawyerW,5,761,CompShg,3,PConc,2Story,Y,Gd,1603,0,1,7,Attchd,484,Y,175900,14
20,RL,16285,AllPub,CollgCr,5,1413,CompShg,3,PConc,1Story,Y,TA,1430,0,1,6,Attchd,605,Y,187100,8
85,RL,9101,AllPub,Mitchel,6,1097,CompShg,1,PConc,SFoyer,Y,Gd,1110,1,1,4,Attchd,602,Y,165500,31
75,RM,6300,AllPub,OldTown,6,742,CompShg,3,CBlock,2.5Unf,Y,TA,1484,1,1,9,,0,Y,128000,94
20,RL,9790,AllPub,NWAmes,5,1372,CompShg,3,CBlock,1Story,Y,TA,1342,1,1,7,Attchd,457,Y,161500,42
50,RM,10800,AllPub,OldTown,6,686,CompShg,4,PConc,1.5Fin,Y,Gd,1652,0,1,7,Detchd,416,Y,139000,95
60,RL,10142,AllPub,SawyerW,5,956,CompShg,4,PConc,2Story,Y,TA,2084,0,1,8,BuiltIn,618,Y,233000,6
20,RM,6000,AllPub,OldTown,7,901,CompShg,2,CBlock,1Story,Y,TA,901,0,1,4,Detchd,281,Y,107900,54
60,RL,12205,AllPub,ClearCr,8,832,CompShg,5,CBlock,2Story,Y,TA,2087,0,1,9,Attchd,444,Y,187500,41
120,RL,3182,AllPub,Blmngtn,5,1145,CompShg,2,PConc,1Story,Y,TA,1145,1,1,5,Attchd,397,Y,160200,4
80,RL,11333,AllPub,Mitchel,5,1029,CompShg,3,PConc,SLvl,Y,TA,1062,2,1,5,Attchd,539,Y,146800,31
60,RL,9920,AllPub,NoRidge,5,1117,CompShg,3,PConc,2Story,Y,TA,2013,1,1,8,Attchd,455,Y,269790,11
20,RL,9158,AllPub,Somerst,5,1496,CompShg,3,PConc,1Story,Y,TA,1496,0,1,7,Attchd,474,Y,225000,0
60,RL,10832,AllPub,Gilbert,5,712,CompShg,3,PConc,2Story,Y,TA,1895,1,1,7,Attchd,409,Y,194500,14
60,RL,8400,AllPub,SawyerW,6,650,CompShg,3,CBlock,2Story,Y,TA,1564,1,1,7,Attchd,476,Y,171000,30
20,RL,8197,AllPub,Sawyer,5,660,CompShg,3,CBlock,1Story,Y,TA,1285,1,1,7,Attchd,528,Y,143500,30
20,RL,7677,AllPub,NAmes,5,773,CompShg,2,CBlock,1Story,Y,TA,773,0,1,4,Attchd,240,Y,110000,55
60,RL,13518,AllPub,NridgHt,5,1926,CompShg,4,PConc,2Story,Y,TA,3140,2,1,11,BuiltIn,820,Y,485000,1
