MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,RoofMatl,Exterior1st,ExterCond,Foundation,TotalBsmtSF,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,PavedDrive,SaleType,SalePrice,Age
75,RM,13500,AllPub,OldTown,9,CompShg,Wd Sdng,Ex,BrkTil,1237,Y,2775,3,1,3,1,9,880,Y,WD,325000,115
50,RM,6120,AllPub,BrkSide,7,CompShg,AsbShng,TA,BrkTil,884,Y,1573,1,0,3,1,6,240,Y,WD,133000,74
20,RL,11443,AllPub,Timber,5,CompShg,VinylSd,TA,PConc,1868,Y,2028,2,0,2,1,7,880,Y,New,369900,1
30,RL,10267,AllPub,BrkSide,7,CompShg,Stucco,Gd,BrkTil,816,Y,838,1,0,2,1,5,275,N,WD,130000,90
85,RL,8740,AllPub,Sawyer,6,CompShg,HdBoard,TA,CBlock,840,Y,860,1,0,2,1,4,528,Y,WD,137000,27
20,RL,25095,AllPub,ClearCr,8,Tar&Grv,Wd Sdng,TA,CBlock,1437,Y,1473,1,0,1,1,5,452,Y,WD,143000,41
40,RM,9100,AllPub,BrkSide,6,CompShg,VinylSd,TA,BrkTil,742,Y,935,1,0,2,1,4,308,P,WD,79500,78
60,RL,8320,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,770,Y,1582,2,1,3,1,6,520,Y,WD,185900,4
60,RL,13478,AllPub,NridgHt,5,CompShg,CemntBd,TA,PConc,1722,Y,2296,2,1,3,1,10,842,Y,ConLI,451950,1
20,RL,6600,AllPub,Mitchel,8,CompShg,HdBoard,Gd,PConc,816,Y,816,1,0,2,1,4,816,Y,WD,138000,26
120,RM,4435,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,848,Y,848,1,0,1,1,4,420,Y,WD,140000,6
20,RL,7990,AllPub,CollgCr,6,CompShg,HdBoard,TA,CBlock,924,Y,924,1,0,3,1,5,280,Y,WD,110000,33
20,RL,11302,AllPub,StoneBr,5,CompShg,VinylSd,TA,PConc,1814,Y,1826,2,0,3,1,7,758,Y,New,319000,1
70,RM,3600,AllPub,OldTown,7,CompShg,VinylSd,TA,CBlock,684,N,1368,1,0,3,1,7,216,N,WD,114504,96
120,RL,3922,AllPub,Blmngtn,5,CompShg,VinylSd,TA,PConc,1258,Y,1402,0,2,2,1,7,648,Y,New,194201,1
20,RL,12984,AllPub,Crawfor,6,CompShg,Plywood,TA,CBlock,1430,Y,1647,2,0,3,1,7,621,Y,WD,217500,29
160,RM,1950,AllPub,Blueste,6,CompShg,MetalSd,Gd,CBlock,716,Y,1556,2,1,3,1,6,452,Y,COD,151000,28
60,RL,10927,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1058,Y,1904,2,1,3,1,8,736,Y,WD,275000,1
50,RM,9000,AllPub,IDOTRR,6,CompShg,Wd Sdng,Gd,PConc,780,Y,1375,1,1,3,1,6,544,P,WD,141000,70
60,RL,10041,AllPub,SawyerW,5,CompShg,HdBoard,TA,PConc,908,Y,1915,2,1,3,1,8,506,Y,WD,220000,14
160,FV,3182,AllPub,Somerst,5,CompShg,MetalSd,TA,PConc,600,Y,1200,2,1,2,1,4,480,Y,WD,151000,6
20,RL,12803,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1494,Y,1494,2,0,3,1,6,530,Y,WD,221000,6
60,RL,13600,AllPub,NAmes,6,CompShg,HdBoard,TA,CBlock,768,Y,1986,2,1,3,1,7,486,Y,WD,205000,44
20,RL,12464,AllPub,CollgCr,5,CompShg,VinylSd,Gd,PConc,1040,Y,1040,1,0,3,1,6,576,Y,WD,152000,13
20,RL,7800,AllPub,Edwards,8,CompShg,MetalSd,Gd,CBlock,896,Y,2008,3,0,3,1,8,230,Y,WD,225000,58
70,RL,12168,AllPub,Crawfor,6,CompShg,BrkFace,TA,PConc,965,Y,3194,2,1,4,1,10,380,Y,WD,359100,73
20,RL,7943,AllPub,Sawyer,5,CompShg,VinylSd,Fa,CBlock,1029,Y,1029,1,0,3,1,5,261,Y,WD,118500,46
60,RL,11050,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1440,Y,2153,2,1,3,1,8,736,Y,WD,313000,9
80,RL,10395,AllPub,NWAmes,6,CompShg,HdBoard,TA,CBlock,1032,Y,1032,2,0,3,1,6,564,Y,WD,148000,29
60,RL,11885,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1299,Y,1872,2,1,3,1,7,531,Y,WD,261500,8
20,RL,8402,AllPub,Mitchel,5,CompShg,VinylSd,TA,PConc,1120,Y,1120,1,0,3,1,6,0,Y,New,147000,0
180,RM,1491,AllPub,MeadowV,6,CompShg,CemntBd,TA,CBlock,630,Y,630,1,0,1,1,3,0,Y,WD,75500,38
85,RL,8800,AllPub,NAmes,7,CompShg,MetalSd,Gd,PConc,936,Y,1054,1,0,3,1,6,480,Y,WD,137500,47
60,RL,7861,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,783,Y,1509,2,1,3,1,7,393,Y,WD,183200,4
45,RL,7227,AllPub,NAmes,6,CompShg,MetalSd,TA,CBlock,832,Y,832,1,0,2,1,4,528,Y,WD,105500,54
20,RL,11694,AllPub,NridgHt,5,CompShg,CemntBd,TA,PConc,1822,Y,1828,2,0,3,1,9,774,Y,New,314813,0
60,RL,12244,AllPub,Timber,5,CompShg,VinylSd,TA,PConc,1482,Y,2262,2,1,4,1,10,749,Y,WD,305000,5
30,RL,8248,AllPub,Edwards,3,CompShg,Stucco,TA,BrkTil,864,N,864,1,0,2,1,5,0,N,WD,67000,94
60,RL,10800,AllPub,NWAmes,7,CompShg,HdBoard,TA,CBlock,1522,Y,2614,2,1,4,1,9,624,Y,WD,240000,34
20,RL,7064,AllPub,Sawyer,6,CompShg,Plywood,TA,CBlock,980,Y,980,1,0,3,1,6,484,Y,WD,135000,32
160,FV,2117,AllPub,Somerst,5,CompShg,MetalSd,TA,PConc,756,Y,1512,2,1,2,1,4,440,Y,WD,168500,7
60,RL,10400,AllPub,NWAmes,5,CompShg,VinylSd,TA,CBlock,732,Y,1790,1,2,4,1,8,484,Y,WD,165150,34
20,RL,10000,AllPub,NAmes,6,CompShg,Wd Sdng,TA,CBlock,1116,Y,1116,1,1,3,1,5,440,Y,WD,160000,48
20,RL,12342,AllPub,NAmes,5,CompShg,Wd Sdng,TA,CBlock,978,Y,1422,1,0,3,1,6,286,Y,WD,139900,47
80,RL,9600,AllPub,NAmes,6,CompShg,AsbShng,TA,CBlock,1156,Y,1520,1,0,3,1,7,364,Y,WD,153000,55
60,RL,11606,AllPub,NAmes,5,CompShg,Plywood,TA,PConc,1040,Y,2080,1,2,5,1,9,504,Y,WD,135000,38
80,RL,9020,AllPub,NAmes,5,WdShngl,Plywood,TA,CBlock,1248,Y,1350,1,1,3,1,6,520,Y,WD,168500,44
70,RM,9000,AllPub,OldTown,6,CompShg,VinylSd,TA,BrkTil,636,Y,1750,1,0,3,1,8,240,N,WD,124000,126
120,RL,4590,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1554,Y,1554,2,0,2,1,6,627,Y,WD,209500,1
20,RL,11900,AllPub,NWAmes,5,CompShg,Plywood,Gd,CBlock,1386,Y,1411,2,0,3,1,6,544,Y,WD,82500,32
20,RL,9250,AllPub,NAmes,7,CompShg,Wd Sdng,TA,CBlock,1056,Y,1056,1,0,3,1,6,260,Y,WD,139400,53
90,RL,6979,AllPub,OldTown,5,CompShg,Plywood,TA,CBlock,1056,Y,1056,0,0,0,2,4,576,Y,WD,144000,30
190,RH,10896,AllPub,SWISU,7,CompShg,VinylSd,TA,CBlock,1440,Y,3395,2,0,8,2,14,0,N,WD,200000,93
30,RM,6120,AllPub,BrkSide,3,CompShg,AsbShng,Fa,BrkTil,264,N,800,1,0,1,1,4,0,N,ConLw,60000,73
190,RM,6000,AllPub,OldTown,4,CompShg,Wd Sdng,TA,CBlock,811,Y,1387,2,0,3,2,7,256,Y,WD,93000,55
30,RL,8777,AllPub,Edwards,7,CompShg,MetalSd,TA,CBlock,796,Y,796,1,0,2,1,4,0,P,WD,85000,98
120,RL,3982,AllPub,Blmngtn,5,CompShg,VinylSd,TA,PConc,1520,Y,1567,2,0,1,1,7,648,Y,New,264561,0
120,RL,12677,AllPub,NridgHt,5,CompShg,MetalSd,TA,PConc,1518,Y,1518,1,1,1,1,6,588,Y,WD,274000,5
60,FV,7050,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1057,Y,1929,2,1,3,1,7,650,Y,WD,226000,6
80,RL,13860,AllPub,NAmes,7,CompShg,Plywood,TA,CBlock,1952,Y,2704,2,1,4,1,9,538,Y,WD,345000,37
60,RL,10793,AllPub,NWAmes,5,CompShg,WdShing,TA,CBlock,780,Y,1620,2,1,4,1,7,462,Y,WD,152000,38
20,FV,9187,AllPub,Somerst,5,CompShg,CemntBd,TA,PConc,1766,Y,1766,2,1,2,1,7,478,Y,New,370878,0
20,RL,10530,AllPub,NAmes,5,CompShg,Plywood,TA,CBlock,981,Y,981,1,1,3,1,5,576,Y,WD,143250,36
20,RL,7200,AllPub,NAmes,5,CompShg,MetalSd,TA,CBlock,0,Y,1048,1,0,3,1,7,420,Y,WD,98300,58
20,RL,10452,AllPub,Edwards,5,CompShg,Wd Sdng,TA,CBlock,1094,Y,1094,1,0,3,1,5,495,Y,WD,155000,55
60,RL,7700,AllPub,NAmes,5,CompShg,MetalSd,TA,CBlock,756,Y,1839,1,1,4,1,7,442,Y,WD,155000,44
180,RM,1936,AllPub,MeadowV,6,CompShg,CemntBd,TA,CBlock,630,Y,630,1,0,1,1,3,0,Y,WD,84500,37
60,FV,8125,AllPub,Somerst,6,CompShg,CemntBd,TA,PConc,813,Y,1665,2,1,3,1,7,562,Y,WD,205950,1
70,RL,9084,AllPub,Edwards,5,CompShg,MetalSd,TA,CBlock,755,Y,1510,1,0,4,1,7,296,P,WD,108000,69
60,RL,8750,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,880,Y,1716,2,1,2,1,7,512,Y,WD,191000,13
50,RM,10320,AllPub,IDOTRR,7,CompShg,MetalSd,TA,CBlock,756,Y,1469,1,0,3,1,7,216,Y,WD,135000,102
20,RL,10437,AllPub,NoRidge,6,CompShg,MetalSd,Gd,PConc,2109,Y,2113,2,1,2,1,7,839,Y,WD,350000,13
160,RM,1680,AllPub,BrDale,5,CompShg,HdBoard,TA,CBlock,525,Y,1092,1,1,3,1,6,264,Y,WD,88000,39
20,RL,10007,AllPub,NAmes,7,CompShg,HdBoard,TA,CBlock,1053,Y,1053,1,1,3,1,5,312,Y,WD,145500,49
70,RL,7200,AllPub,Crawfor,6,CompShg,Stucco,Fa,BrkTil,776,Y,1502,1,1,3,1,6,270,P,WD,149000,77
50,RL,17503,AllPub,NAmes,5,CompShg,VinylSd,TA,CBlock,912,Y,1458,1,0,3,1,6,330,Y,WD,97500,62
20,RL,9937,AllPub,Edwards,7,CompShg,MetalSd,Gd,PConc,1486,Y,1486,1,0,3,1,7,480,Y,WD,167000,45
60,RL,12384,AllPub,NWAmes,7,CompShg,Plywood,TA,CBlock,793,Y,1935,2,1,3,1,7,550,Y,WD,197900,31
60,RL,46589,AllPub,NoRidge,7,CompShg,VinylSd,TA,PConc,1629,Y,2448,2,1,4,1,8,711,Y,WD,402000,15
20,RL,13560,AllPub,NAmes,3,CompShg,Wd Sdng,TA,CBlock,1392,Y,1392,1,0,2,1,5,576,Y,WD,110000,41
85,RL,10012,AllPub,Edwards,5,CompShg,Plywood,TA,CBlock,1138,Y,1181,2,0,3,1,6,588,Y,WD,137500,36
20,RL,20896,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,2077,Y,2097,1,1,1,1,8,1134,Y,New,423000,1
60,RL,11194,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,1406,Y,1936,2,1,3,1,7,504,Y,WD,230500,6
60,RL,18450,AllPub,NAmes,5,Tar&Grv,Plywood,Gd,CBlock,1021,Y,2380,2,1,3,1,7,596,Y,WD,129000,42
20,RL,8125,AllPub,SawyerW,5,CompShg,HdBoard,TA,PConc,1408,Y,1679,2,0,3,1,7,575,Y,WD,193500,14
20,RL,14175,AllPub,Sawyer,6,CompShg,CemntBd,TA,CBlock,1188,Y,1437,1,1,3,1,6,576,Y,WD,168000,50
30,RL,11600,AllPub,Crawfor,5,CompShg,MetalSd,TA,BrkTil,700,Y,1180,1,0,2,1,5,252,Y,WD,137500,84
60,RL,8633,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,738,Y,1476,2,1,3,1,7,540,Y,WD,173500,4
70,RH,6629,AllPub,Edwards,6,CompShg,Wd Sdng,Gd,BrkTil,672,N,1369,2,0,3,1,6,300,Y,WD,103600,84
20,RL,11250,AllPub,Veenker,6,CompShg,Plywood,TA,CBlock,1208,Y,1208,1,1,3,1,6,546,Y,WD,165000,29
20,RL,14442,AllPub,Crawfor,7,CompShg,CemntBd,TA,PConc,1477,Y,1839,2,0,3,1,7,416,Y,WD,257500,50
20,RL,9200,AllPub,NAmes,6,CompShg,HdBoard,TA,CBlock,1136,Y,1136,1,0,3,1,5,384,Y,WD,140000,43
160,RL,2289,AllPub,NPkVill,6,CompShg,Plywood,TA,CBlock,855,Y,1441,2,1,3,1,7,440,Y,WD,148500,31
70,RM,9600,AllPub,OldTown,2,CompShg,AsbShng,TA,BrkTil,1095,N,1774,2,0,4,2,8,779,N,WD,87000,106
30,RL,9022,AllPub,OldTown,8,CompShg,VinylSd,TA,BrkTil,768,Y,792,1,0,2,1,5,240,N,WD,109500,85
20,RL,11844,AllPub,StoneBr,5,CompShg,VinylSd,TA,PConc,2046,Y,2046,2,1,3,1,7,834,Y,New,372500,1
20,RL,9945,AllPub,Sawyer,5,CompShg,Wd Sdng,TA,CBlock,988,Y,988,1,0,3,1,5,572,Y,WD,128500,46
120,RL,8012,AllPub,SawyerW,5,CompShg,Plywood,TA,CBlock,923,Y,923,2,0,2,1,5,264,Y,WD,143000,30
50,RH,4500,AllPub,SWISU,5,CompShg,VinylSd,TA,BrkTil,793,Y,1520,1,0,3,1,6,281,Y,WD,159434,77
120,RL,2887,AllPub,ClearCr,5,CompShg,Wd Sdng,TA,PConc,1291,Y,1291,1,0,2,1,6,431,Y,WD,173000,12
20,RL,11248,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1626,Y,1668,2,0,3,1,7,702,Y,WD,285000,5
60,RL,16770,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1195,Y,1839,2,1,4,1,7,486,Y,WD,221000,12
160,RL,5062,AllPub,StoneBr,5,CompShg,HdBoard,TA,CBlock,1190,Y,2090,2,0,3,1,6,577,Y,WD,207500,23
60,FV,10207,AllPub,Somerst,6,CompShg,VinylSd,TA,PConc,874,Y,1761,3,0,3,1,7,578,Y,New,227875,0
160,FV,5105,AllPub,Somerst,5,CompShg,MetalSd,TA,PConc,551,Y,1102,2,1,2,1,4,480,Y,WD,148800,3
20,RL,8089,AllPub,StoneBr,6,CompShg,MetalSd,TA,PConc,1419,Y,1419,2,0,2,1,7,567,Y,New,392000,0
120,RL,7577,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1362,Y,1362,2,0,2,1,6,460,Y,WD,194700,2
120,RM,4426,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,848,Y,848,1,0,1,1,3,420,Y,WD,141000,4
60,RL,21535,AllPub,NoRidge,6,WdShngl,HdBoard,TA,PConc,2444,Y,4316,3,1,4,1,10,832,Y,WD,755000,13
60,RL,26178,AllPub,Timber,5,CompShg,MetalSd,TA,PConc,1210,Y,2519,2,1,4,1,9,628,Y,WD,335000,17
30,RL,5400,AllPub,OldTown,6,CompShg,MetalSd,TA,BrkTil,1073,Y,1073,1,0,2,1,4,326,Y,WD,108480,85
50,RM,6120,AllPub,BrkSide,6,CompShg,Wd Sdng,Fa,BrkTil,927,Y,1539,1,1,3,1,5,576,Y,WD,141500,73
20,RL,13811,AllPub,Timber,6,CompShg,HdBoard,TA,CBlock,1112,Y,1137,2,0,2,1,5,551,Y,WD,176000,19
30,RM,6000,AllPub,BrkSide,7,CompShg,Wd Sdng,TA,CBlock,616,Y,616,1,0,2,1,4,205,Y,WD,89000,85
20,RL,6420,AllPub,Edwards,7,CompShg,Wd Sdng,TA,PConc,980,Y,1148,1,0,2,1,6,308,Y,WD,123500,54
20,RL,8450,AllPub,Sawyer,8,CompShg,MetalSd,Gd,CBlock,894,Y,894,1,0,3,1,5,336,Y,WD,138500,45
120,FV,4282,AllPub,Somerst,5,CompShg,MetalSd,TA,PConc,1391,Y,1391,2,0,2,1,5,530,Y,WD,196000,4
20,RL,14331,AllPub,Timber,5,CompShg,VinylSd,TA,PConc,1800,Y,1800,2,0,3,1,7,765,Y,WD,312500,4
20,RL,9600,AllPub,NWAmes,5,CompShg,HdBoard,TA,CBlock,1164,Y,1164,1,1,3,1,6,528,Y,COD,140000,37
60,RL,12438,AllPub,StoneBr,5,CompShg,VinylSd,TA,PConc,1234,Y,2576,2,1,4,1,10,666,Y,New,361919,0
190,RM,7630,AllPub,OldTown,9,CompShg,Wd Sdng,Gd,BrkTil,360,Y,1812,2,0,4,2,8,672,N,WD,140000,110
20,RL,8400,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1473,Y,1484,2,0,3,1,7,606,Y,WD,213000,6
190,RM,5600,AllPub,IDOTRR,5,CompShg,VinylSd,Fa,Slab,0,N,1092,2,0,3,2,7,0,N,WD,55000,80
20,RL,115149,AllPub,ClearCr,5,CompShg,Plywood,TA,CBlock,1643,Y,1824,2,0,2,1,5,739,Y,WD,302000,36
120,RL,6240,AllPub,NridgHt,5,CompShg,MetalSd,TA,PConc,1324,Y,1324,2,0,2,1,6,550,Y,WD,254000,3
60,RL,9018,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,728,Y,1456,2,1,3,1,8,400,Y,New,179540,0
20,RL,7162,AllPub,Sawyer,7,CompShg,HdBoard,TA,PConc,876,Y,904,1,0,3,1,6,408,Y,WD,109900,42
30,RL,4130,AllPub,BrkSide,6,CompShg,VinylSd,TA,CBlock,270,Y,729,1,0,2,1,5,0,N,WD,52000,73
50,C (all),8712,AllPub,IDOTRR,7,CompShg,MetalSd,TA,Stone,859,Y,1178,1,0,2,1,7,384,N,WD,102776,110
120,RL,4671,AllPub,StoneBr,5,CompShg,HdBoard,TA,PConc,1228,Y,1228,2,0,2,1,5,472,Y,WD,189000,20
190,RL,9873,AllPub,BrkSide,5,CompShg,HdBoard,TA,CBlock,960,N,960,1,0,3,1,6,576,Y,WD,129000,36
60,RL,13517,AllPub,Sawyer,8,CompShg,HdBoard,TA,CBlock,725,Y,1479,2,1,3,1,6,475,Y,WD,130500,34
20,RL,10140,AllPub,NWAmes,5,CompShg,HdBoard,TA,CBlock,1064,Y,1350,2,0,3,1,7,478,Y,WD,165000,35
70,RM,10800,AllPub,OldTown,8,CompShg,Wd Sdng,Gd,BrkTil,718,Y,2554,1,1,3,1,8,704,P,WD,159500,117
20,RL,10000,AllPub,NWAmes,6,CompShg,HdBoard,TA,CBlock,1176,Y,1178,1,1,3,1,5,439,Y,WD,157000,35
60,RL,10542,AllPub,NoRidge,5,CompShg,Wd Sdng,TA,PConc,1311,Y,2418,2,1,3,1,9,983,Y,WD,341000,15
20,RL,9920,AllPub,CollgCr,6,CompShg,HdBoard,TA,CBlock,971,Y,971,1,1,3,1,5,300,Y,WD,128500,37
120,RL,6563,AllPub,StoneBr,5,CompShg,HdBoard,TA,PConc,1742,Y,1742,2,0,2,1,5,564,Y,WD,275000,21
120,RM,4426,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,848,Y,848,1,0,1,1,3,420,Y,WD,143000,6
20,RL,8120,AllPub,NAmes,7,CompShg,MetalSd,Gd,CBlock,864,Y,864,1,0,3,1,5,463,Y,WD,124500,39
50,RL,8172,AllPub,Edwards,6,CompShg,MetalSd,TA,PConc,941,Y,1470,2,0,4,1,7,548,Y,WD,135000,54
20,RL,13286,AllPub,Edwards,5,CompShg,CemntBd,TA,PConc,1698,Y,1698,2,0,3,1,8,768,Y,WD,320000,2
20,RL,6960,AllPub,NAmes,6,CompShg,HdBoard,TA,CBlock,864,Y,864,1,0,3,1,5,660,Y,WD,120500,39
20,RL,21695,AllPub,Crawfor,9,CompShg,Wd Sdng,Gd,CBlock,880,Y,1680,2,0,3,1,5,540,Y,WD,222000,21
20,RL,7314,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1232,Y,1232,2,0,2,1,6,632,Y,WD,194500,2
90,RL,11475,AllPub,NAmes,5,CompShg,VinylSd,TA,CBlock,1584,Y,1776,2,0,4,2,9,888,Y,COD,110000,51
30,RM,6240,AllPub,IDOTRR,5,CompShg,MetalSd,TA,CBlock,780,Y,1208,1,0,2,1,5,539,Y,WD,103000,84
120,RL,5389,AllPub,StoneBr,5,CompShg,CemntBd,TA,PConc,1595,Y,1616,2,0,2,1,5,608,Y,WD,236500,15
80,RL,9590,AllPub,Timber,5,CompShg,VinylSd,TA,PConc,868,Y,1146,2,0,3,1,6,438,Y,WD,187500,4
60,RL,11404,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1153,Y,2031,2,1,3,1,8,541,Y,WD,222500,10
20,RL,10000,AllPub,Sawyer,6,CompShg,HdBoard,TA,CBlock,864,Y,1144,1,0,3,1,6,264,Y,WD,131400,48
20,RL,8978,AllPub,Sawyer,5,CompShg,Plywood,TA,PConc,948,Y,948,1,0,3,1,6,300,Y,WD,108000,39
75,RM,10800,AllPub,OldTown,7,CompShg,Wd Sdng,TA,BrkTil,880,N,1768,1,1,2,1,6,320,N,WD,163000,92
90,RL,8544,AllPub,NAmes,4,CompShg,Stucco,TA,CBlock,0,N,1040,2,0,2,2,6,400,Y,WD,93500,56
60,RL,10463,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,893,Y,1801,2,1,3,1,8,800,Y,WD,239900,1
90,RL,10800,AllPub,Edwards,5,CompShg,Plywood,TA,CBlock,1200,Y,1200,3,0,3,1,5,0,Y,WD,179000,22
60,RL,9313,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,864,Y,1728,2,1,3,1,7,572,Y,WD,190000,5
70,RM,9600,AllPub,OldTown,7,CompShg,Wd Sdng,Gd,BrkTil,264,Y,1432,2,0,2,1,7,360,Y,WD,132000,97
20,RL,6768,AllPub,Sawyer,8,CompShg,HdBoard,Gd,CBlock,912,Y,912,1,0,3,1,5,288,Y,WD,142000,47
20,RL,8450,AllPub,SawyerW,5,CompShg,VinylSd,TA,PConc,1349,Y,1349,2,0,3,1,6,539,Y,WD,179000,7
80,RL,12886,AllPub,Sawyer,6,CompShg,HdBoard,TA,CBlock,520,Y,1464,2,0,3,1,6,480,Y,WD,175000,46
120,RL,5395,AllPub,StoneBr,5,CompShg,HdBoard,TA,PConc,1337,Y,1337,2,0,2,1,5,462,Y,WD,180000,15
60,RL,8963,AllPub,NWAmes,9,CompShg,VinylSd,Gd,CBlock,1142,Y,2715,3,1,4,1,11,831,Y,WD,299800,32
60,RL,8795,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,952,Y,2256,2,1,4,1,8,554,Y,WD,236000,9
70,RM,11700,AllPub,OldTown,7,CompShg,Stucco,TA,Stone,1240,N,2640,1,1,4,1,8,864,N,WD,265979,129
20,RL,10593,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1720,Y,1720,2,0,3,1,7,527,Y,WD,260400,14
50,RL,8405,AllPub,Edwards,3,CompShg,WdShing,TA,Slab,0,N,1529,2,0,4,1,9,240,N,WD,98000,64
50,RM,8800,AllPub,OldTown,7,CompShg,Wd Sdng,TA,BrkTil,576,Y,1140,1,0,3,1,7,0,N,WD,96500,100
60,RL,7750,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,660,Y,1320,2,1,3,1,6,400,Y,WD,162000,4
20,RL,9236,AllPub,CollgCr,5,CompShg,VinylSd,Gd,PConc,1479,Y,1494,2,0,3,1,6,576,Y,WD,217000,9
60,RL,10240,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1030,Y,2098,2,1,3,1,8,878,Y,WD,275500,1
20,RL,7930,AllPub,NAmes,8,CompShg,Plywood,TA,CBlock,1026,Y,1026,1,0,3,1,5,440,Y,WD,156000,40
160,FV,3230,AllPub,Somerst,5,CompShg,MetalSd,TA,PConc,729,Y,1471,2,1,3,1,6,440,Y,WD,172500,10
60,RL,10769,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,866,Y,1768,2,1,3,1,7,578,Y,WD,212000,2
60,RL,11616,AllPub,Sawyer,5,CompShg,HdBoard,TA,CBlock,672,Y,1386,2,1,3,1,6,440,Y,WD,158900,32
160,FV,2280,AllPub,Somerst,5,CompShg,MetalSd,TA,PConc,744,Y,1501,2,1,3,1,6,440,Y,WD,179400,9
60,RL,12257,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1318,Y,2531,2,1,4,1,9,752,Y,WD,290000,12
20,RL,9100,AllPub,NAmes,6,CompShg,Wd Sdng,TA,CBlock,864,Y,864,1,0,2,1,5,300,Y,WD,127500,50
30,RM,6911,AllPub,BrkSide,5,CompShg,Wd Sdng,TA,PConc,1145,Y,1301,1,0,2,1,5,440,Y,WD,100000,85
60,FV,8640,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,756,Y,1547,2,1,3,1,7,614,Y,Con,215200,1
60,RL,9430,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1252,Y,2365,2,1,3,1,8,856,Y,WD,337000,10
120,RL,9549,AllPub,Veenker,5,CompShg,BrkFace,Gd,PConc,1494,Y,1494,1,1,2,1,6,481,Y,WD,270000,11
20,RL,14587,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1498,Y,1506,2,0,2,1,6,592,Y,New,264132,0
60,RL,10421,AllPub,NWAmes,5,CompShg,HdBoard,TA,CBlock,980,Y,1714,2,1,3,1,7,496,Y,WD,196500,22
50,RL,12508,AllPub,Mitchel,7,CompShg,VinylSd,TA,CBlock,983,Y,1750,2,0,4,1,7,423,Y,WD,160000,68
20,RL,9100,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1860,Y,1836,2,0,3,1,8,484,Y,WD,216837,2
60,RL,53504,AllPub,StoneBr,5,CompShg,CemntBd,TA,PConc,1650,Y,3279,3,1,4,1,12,841,Y,WD,538000,7
85,RL,7252,AllPub,Sawyer,5,CompShg,Wd Sdng,TA,CBlock,858,Y,858,1,0,2,1,5,576,Y,WD,134900,27
20,RL,8877,AllPub,Edwards,5,CompShg,Wd Sdng,TA,CBlock,836,Y,1220,1,0,2,1,6,396,Y,COD,102000,55
80,RL,7819,AllPub,Edwards,5,CompShg,Plywood,TA,CBlock,1029,Y,1117,1,0,3,1,6,672,Y,WD,107000,34
20,RL,10150,AllPub,NAmes,5,CompShg,Wd Sdng,TA,CBlock,912,Y,912,1,0,2,1,5,275,Y,COD,114500,49
20,RL,14226,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1935,Y,1973,2,0,3,1,9,895,Y,New,395000,1
120,RM,4500,AllPub,Mitchel,5,CompShg,VinylSd,TA,PConc,1204,Y,1204,2,0,2,1,5,412,Y,WD,162000,11
20,RL,11210,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1614,Y,1614,2,0,3,1,7,865,Y,New,221500,1
20,RL,13350,AllPub,Sawyer,5,CompShg,HdBoard,TA,CBlock,864,Y,894,1,0,3,1,5,440,Y,WD,142500,32
90,RH,8400,AllPub,SawyerW,5,CompShg,Plywood,TA,Slab,0,Y,2020,2,0,4,2,10,630,Y,WD,144000,30
