MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,YearBuilt,RoofMatl,Exterior1st,ExterCond,Foundation,TotalBsmtSF,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,PavedDrive,YrSold,SaleType,SalePrice
90,RM,7596,AllPub,OldTown,5,1952,CompShg,Wd Sdng,TA,CBlock,960,Y,1960,2,0,4,2,10,Detchd,2,400,N,2009,COD,124500
60,RL,9554,AllPub,SawyerW,5,1993,CompShg,VinylSd,TA,PConc,777,Y,1911,2,1,3,1,8,Attchd,2,471,Y,2006,WD,215000
20,FV,7862,AllPub,Somerst,5,2009,CompShg,VinylSd,TA,PConc,1218,Y,1218,2,0,2,1,4,Attchd,2,676,Y,2009,New,208300
70,RM,9600,AllPub,OldTown,9,1928,CompShg,MetalSd,Ex,BrkTil,689,Y,1378,2,0,3,1,7,Detchd,2,360,N,2008,WD,161000
20,RL,9600,AllPub,NAmes,6,1959,CompShg,MetalSd,TA,CBlock,1041,Y,1041,1,0,3,1,6,Attchd,1,270,Y,2009,WD,124500
20,RL,14559,AllPub,NAmes,7,1951,CompShg,Wd Sdng,TA,CBlock,1008,Y,1363,1,0,2,1,6,CarPort,1,288,Y,2009,WD,164900
120,RL,6792,AllPub,NridgHt,5,2005,CompShg,VinylSd,TA,PConc,1368,Y,1368,2,0,2,1,6,Attchd,2,474,Y,2006,New,202665
20,RL,9100,AllPub,NAmes,5,1958,CompShg,VinylSd,TA,CBlock,864,Y,864,1,0,3,1,5,Detchd,2,624,Y,2006,WD,129900
20,RL,9187,AllPub,Mitchel,5,1983,CompShg,VinylSd,Gd,PConc,1084,Y,1080,1,1,3,1,5,Attchd,2,484,Y,2007,WD,134000
45,RL,10594,AllPub,Crawfor,5,1926,CompShg,Wd Sdng,TA,BrkTil,768,N,789,1,0,2,1,5,Detchd,1,200,Y,2007,WD,96500
20,RL,12220,AllPub,NridgHt,5,2009,CompShg,CemntBd,TA,CBlock,2006,Y,2020,2,1,3,1,9,Attchd,3,900,Y,2009,New,402861
80,RL,10448,AllPub,NWAmes,6,1972,CompShg,HdBoard,TA,CBlock,689,Y,2119,2,1,3,1,7,Attchd,2,583,Y,2009,COD,158000
60,RL,10208,AllPub,NoRidge,5,1996,CompShg,VinylSd,TA,PConc,1264,Y,2344,2,1,3,1,7,Attchd,3,889,Y,2009,WD,265000
60,RL,9531,AllPub,CollgCr,5,1998,CompShg,VinylSd,TA,PConc,794,Y,1796,2,1,3,1,7,Attchd,2,546,Y,2007,WD,211000
70,RL,10918,AllPub,Crawfor,9,1926,CompShg,MetalSd,TA,BrkTil,1276,Y,2080,1,1,3,1,9,Detchd,1,282,Y,2009,WD,234000
190,RL,10800,AllPub,OldTown,7,1900,CompShg,MetalSd,TA,BrkTil,0,N,1294,2,0,3,2,7,,0,0,N,2008,WD,106250
20,RL,11988,AllPub,NAmes,6,1957,CompShg,VinylSd,TA,CBlock,1244,Y,1244,1,1,3,1,6,Attchd,1,336,Y,2007,WD,150000
50,RM,5000,AllPub,BrkSide,7,1947,CompShg,CemntBd,Gd,CBlock,1004,Y,1664,2,0,3,1,7,Detchd,2,420,Y,2006,WD,159000
60,RL,40094,AllPub,Edwards,5,2007,CompShg,CemntBd,TA,PConc,3138,Y,4676,3,1,3,1,11,BuiltIn,3,884,Y,2007,New,184750
60,RL,11787,AllPub,NoRidge,5,1996,CompShg,VinylSd,TA,PConc,1379,Y,2398,2,1,3,1,8,Attchd,3,834,Y,2007,WD,315750
20,FV,7500,AllPub,Somerst,5,2005,CompShg,VinylSd,TA,PConc,1257,Y,1266,2,0,3,1,6,Attchd,2,453,Y,2006,WD,176000
20,RL,13300,AllPub,NAmes,7,1956,CompShg,Wd Sdng,TA,CBlock,928,Y,928,1,0,2,1,4,Attchd,1,252,Y,2007,WD,132000
60,RL,14948,AllPub,NridgHt,5,2008,CompShg,VinylSd,TA,PConc,1452,Y,2713,2,1,3,1,11,Attchd,3,858,Y,2008,New,446261
30,RL,9098,AllPub,Edwards,7,1920,CompShg,Wd Sdng,TA,BrkTil,528,Y,605,1,0,2,1,5,,0,0,N,2007,WD,86000
20,RL,32668,AllPub,Crawfor,3,1957,CompShg,Wd Sdng,TA,PConc,2035,Y,2515,3,0,4,2,9,Attchd,2,484,Y,2007,WD,200624
80,RL,10200,AllPub,Timber,5,1988,CompShg,HdBoard,TA,CBlock,1461,Y,1509,2,0,3,1,5,Attchd,2,600,Y,2008,WD,175000
70,RM,6155,AllPub,BrkSide,8,1920,CompShg,Wd Sdng,TA,BrkTil,611,Y,1362,2,0,3,1,6,Detchd,2,502,Y,2008,WD,128000
20,RL,7200,AllPub,NAmes,7,1955,CompShg,VinylSd,TA,Slab,0,Y,827,1,0,2,1,5,Detchd,1,392,Y,2010,WD,107500
20,RL,5000,AllPub,BrkSide,3,1946,CompShg,VinylSd,Fa,Slab,0,N,334,1,0,1,1,2,,0,0,N,2007,WD,39300
60,RL,9056,AllPub,Gilbert,5,2004,CompShg,VinylSd,TA,PConc,707,Y,1414,2,1,3,1,6,Attchd,2,403,Y,2006,WD,178000
190,RL,7000,AllPub,Edwards,7,1910,CompShg,MetalSd,TA,CBlock,1117,Y,1347,1,0,3,1,5,,0,0,N,2008,WD,107500
60,RL,8924,AllPub,CollgCr,5,1998,CompShg,VinylSd,TA,PConc,880,Y,1724,2,1,3,1,8,Attchd,2,527,Y,2008,WD,188000
20,RL,12735,AllPub,NAmes,5,1972,CompShg,MetalSd,TA,CBlock,864,Y,864,1,0,3,1,5,Detchd,2,576,Y,2008,COD,111250
20,RL,11553,AllPub,Sawyer,5,1968,CompShg,Plywood,TA,CBlock,1051,Y,1159,1,1,3,1,7,Attchd,1,336,Y,2006,WD,158000
20,RL,11423,AllPub,CollgCr,5,2001,CompShg,VinylSd,TA,PConc,1581,Y,1601,2,0,3,1,6,Attchd,2,670,Y,2010,WD,272000
20,RL,14601,AllPub,Timber,5,2006,CompShg,VinylSd,TA,PConc,1838,Y,1838,2,0,2,1,8,Attchd,3,765,Y,2009,WD,315000
60,RL,11000,AllPub,NoRidge,5,2000,CompShg,VinylSd,TA,PConc,969,Y,2285,2,1,4,1,8,BuiltIn,3,648,Y,2007,WD,248000
20,RL,10140,AllPub,NWAmes,5,1998,CompShg,VinylSd,TA,PConc,1650,Y,1680,2,0,3,1,7,Attchd,2,583,Y,2009,WD,213250
120,RH,4058,AllPub,NAmes,5,1998,CompShg,MetalSd,TA,PConc,723,Y,767,1,0,1,1,4,Attchd,1,367,Y,2007,WD,133000
60,RL,17104,AllPub,Gilbert,5,2006,CompShg,VinylSd,TA,PConc,654,Y,1496,2,1,3,1,7,Attchd,2,426,Y,2006,New,179665
50,RL,13837,AllPub,NWAmes,5,1988,CompShg,HdBoard,Gd,PConc,1204,Y,2183,2,1,4,1,9,Attchd,3,786,Y,2006,WD,229000
50,RL,8737,AllPub,BrkSide,7,1923,CompShg,BrkFace,TA,BrkTil,1065,Y,1635,1,1,3,1,6,Detchd,2,440,Y,2007,WD,210000
85,RL,7244,AllPub,Mitchel,7,1970,CompShg,VinylSd,Gd,CBlock,768,Y,768,1,0,2,1,5,Detchd,2,624,Y,2007,WD,129500
20,RM,8235,AllPub,OldTown,7,1955,CompShg,MetalSd,Gd,CBlock,825,Y,825,1,0,2,1,4,Detchd,2,720,Y,2008,WD,125000
60,FV,9375,AllPub,Somerst,5,2003,CompShg,VinylSd,TA,PConc,912,Y,2094,2,1,4,1,8,BuiltIn,2,615,Y,2009,WD,263000
120,RL,4043,AllPub,NPkVill,6,1977,CompShg,Plywood,TA,CBlock,1069,Y,1069,2,0,2,1,4,Attchd,2,440,Y,2008,COD,140000
20,RM,6000,AllPub,OldTown,6,1957,CompShg,BrkFace,TA,CBlock,928,Y,928,1,0,3,1,5,Attchd,1,288,Y,2008,WD,112500
20,RL,11146,AllPub,NridgHt,5,2006,CompShg,VinylSd,TA,PConc,1709,Y,1717,2,0,3,1,7,Attchd,3,908,Y,2009,WD,255500
20,RL,8777,AllPub,Edwards,5,1949,CompShg,VinylSd,TA,CBlock,0,Y,1126,2,0,2,1,5,Detchd,2,520,N,2009,WD,108000
60,RL,10625,AllPub,NridgHt,5,2003,CompShg,VinylSd,TA,PConc,998,Y,2046,2,1,3,1,8,BuiltIn,3,871,Y,2008,WD,284000
45,RM,6380,AllPub,BrkSide,6,1922,CompShg,MetalSd,TA,BrkTil,993,Y,1048,1,0,2,1,5,Detchd,1,280,Y,2006,WD,113000
20,RL,14850,AllPub,NAmes,5,1957,CompShg,Wd Sdng,TA,CBlock,1092,Y,1092,1,0,2,1,6,Attchd,1,299,Y,2006,WD,141000
50,C (all),11040,AllPub,IDOTRR,6,1920,CompShg,MetalSd,TA,CBlock,637,Y,1336,1,1,3,1,7,CarPort,1,570,Y,2006,COD,108000
60,RL,21872,AllPub,Gilbert,5,1996,CompShg,HdBoard,TA,PConc,729,Y,1446,2,1,3,1,6,Attchd,2,406,Y,2008,WD,175000
120,RL,3196,AllPub,Blmngtn,5,2003,CompShg,VinylSd,TA,PConc,1374,Y,1557,2,0,2,1,7,Attchd,2,420,Y,2006,WD,234000
20,RL,11341,AllPub,Sawyer,6,1957,CompShg,Wd Sdng,TA,CBlock,1392,Y,1392,1,1,3,1,5,Detchd,2,528,Y,2010,WD,121500
20,RL,10010,AllPub,Mitchel,5,1974,CompShg,HdBoard,TA,CBlock,1389,Y,1389,1,0,2,1,6,Attchd,2,418,Y,2006,WD,170000
30,RL,13907,AllPub,Edwards,6,1940,CompShg,WdShing,TA,CBlock,996,Y,996,1,0,3,1,6,,0,0,Y,2008,WD,108000
50,RL,21780,AllPub,Edwards,7,1918,CompShg,Wd Sdng,TA,BrkTil,1163,Y,1674,2,0,4,1,8,Detchd,2,396,N,2008,WD,185000
60,RL,13346,AllPub,NoRidge,5,1992,CompShg,HdBoard,TA,PConc,1095,Y,2295,2,1,4,1,9,Attchd,2,590,Y,2006,WD,268000
70,RL,6858,AllPub,SWISU,4,1915,CompShg,Wd Sdng,TA,PConc,806,N,1647,1,1,4,1,6,Detchd,1,216,Y,2010,WD,128000
60,RL,11198,AllPub,StoneBr,5,2005,CompShg,VinylSd,TA,PConc,1122,Y,2504,2,1,4,1,11,BuiltIn,3,656,Y,2008,WD,325000
20,RL,10171,AllPub,NridgHt,5,2004,CompShg,VinylSd,TA,PConc,1517,Y,1535,2,0,3,1,7,Attchd,2,532,Y,2010,WD,214000
50,RL,12327,AllPub,SawyerW,8,1983,CompShg,Wd Sdng,TA,CBlock,1496,Y,2132,1,1,1,1,5,BuiltIn,2,612,Y,2009,WD,316600
90,RL,7032,AllPub,NAmes,5,1979,CompShg,MetalSd,TA,CBlock,943,Y,943,1,0,2,1,4,Detchd,2,600,Y,2006,WD,135960
90,RL,13101,AllPub,NAmes,5,1965,CompShg,HdBoard,TA,CBlock,1728,Y,1728,2,0,6,2,10,Detchd,2,576,Y,2008,WD,142600
20,RL,7332,AllPub,NAmes,6,1959,CompShg,WdShing,TA,CBlock,864,Y,864,1,0,2,1,4,Attchd,1,288,Y,2006,WD,120000
60,RL,13159,AllPub,Timber,5,2009,CompShg,VinylSd,TA,PConc,846,Y,1692,2,1,3,1,6,Attchd,2,650,Y,2009,New,224500
80,RL,9967,AllPub,Gilbert,5,2000,CompShg,VinylSd,TA,PConc,384,Y,1430,2,1,3,1,8,BuiltIn,2,400,Y,2007,WD,170000
80,RL,10500,AllPub,NAmes,7,1971,CompShg,MetalSd,TA,CBlock,372,Y,1109,1,0,3,1,5,BuiltIn,1,288,Y,2007,WD,139000
50,RL,8480,AllPub,NAmes,5,1947,CompShg,MetalSd,TA,CBlock,832,Y,1216,1,0,2,1,6,Detchd,1,336,Y,2008,COD,118500
50,RL,6292,AllPub,SWISU,7,1928,CompShg,Wd Sdng,TA,BrkTil,861,Y,1477,2,0,3,1,6,Detchd,1,216,Y,2009,WD,145000
80,RL,11777,AllPub,Sawyer,6,1966,CompShg,VinylSd,TA,CBlock,1164,Y,1320,1,0,3,1,6,Attchd,2,564,Y,2006,WD,164500
160,FV,3604,AllPub,Somerst,5,2007,CompShg,VinylSd,TA,PConc,689,Y,1392,2,0,2,1,5,Detchd,2,540,Y,2008,WD,146000
50,RM,12150,AllPub,OldTown,5,1954,CompShg,MetalSd,TA,BrkTil,1050,N,1795,2,0,4,1,7,Attchd,1,352,Y,2008,WD,131500
20,RL,14585,AllPub,NAmes,6,1960,CompShg,Wd Sdng,TA,CBlock,1144,Y,1429,1,0,3,1,7,Attchd,2,572,Y,2007,WD,181900
20,RL,12704,AllPub,NridgHt,5,2008,CompShg,VinylSd,TA,PConc,2042,Y,2042,2,1,3,1,8,Attchd,3,1390,Y,2009,New,253293
90,RL,11841,AllPub,Edwards,5,1990,CompShg,HdBoard,Gd,CBlock,816,Y,816,1,0,3,1,5,,0,0,Y,2007,WD,118500
75,RM,13500,AllPub,OldTown,9,1893,CompShg,Wd Sdng,Ex,BrkTil,1237,Y,2775,3,1,3,1,9,Detchd,2,880,Y,2008,WD,325000
50,RM,6120,AllPub,BrkSide,7,1935,CompShg,AsbShng,TA,BrkTil,884,Y,1573,1,0,3,1,6,Detchd,1,240,Y,2009,WD,133000
20,RL,11443,AllPub,Timber,5,2005,CompShg,VinylSd,TA,PConc,1868,Y,2028,2,0,2,1,7,Attchd,3,880,Y,2006,New,369900
30,RL,10267,AllPub,BrkSide,7,1918,CompShg,Stucco,Gd,BrkTil,816,Y,838,1,0,2,1,5,Detchd,1,275,N,2008,WD,130000
85,RL,8740,AllPub,Sawyer,6,1982,CompShg,HdBoard,TA,CBlock,840,Y,860,1,0,2,1,4,Detchd,2,528,Y,2009,WD,137000
20,RL,25095,AllPub,ClearCr,8,1968,Tar&Grv,Wd Sdng,TA,CBlock,1437,Y,1473,1,0,1,1,5,Attchd,1,452,Y,2009,WD,143000
40,RM,9100,AllPub,BrkSide,6,1930,CompShg,VinylSd,TA,BrkTil,742,Y,935,1,0,2,1,4,Detchd,1,308,P,2008,WD,79500
60,RL,8320,AllPub,CollgCr,5,2004,CompShg,VinylSd,TA,PConc,770,Y,1582,2,1,3,1,6,Attchd,2,520,Y,2008,WD,185900
60,RL,13478,AllPub,NridgHt,5,2008,CompShg,CemntBd,TA,PConc,1722,Y,2296,2,1,3,1,10,BuiltIn,3,842,Y,2009,ConLI,451950
20,RL,6600,AllPub,Mitchel,8,1982,CompShg,HdBoard,Gd,PConc,816,Y,816,1,0,2,1,4,Detchd,2,816,Y,2008,WD,138000
120,RM,4435,AllPub,CollgCr,5,2003,CompShg,VinylSd,TA,PConc,848,Y,848,1,0,1,1,4,Attchd,2,420,Y,2009,WD,140000
20,RL,7990,AllPub,CollgCr,6,1975,CompShg,HdBoard,TA,CBlock,924,Y,924,1,0,3,1,5,Detchd,1,280,Y,2008,WD,110000
20,RL,11302,AllPub,StoneBr,5,2005,CompShg,VinylSd,TA,PConc,1814,Y,1826,2,0,3,1,7,Attchd,3,758,Y,2006,New,319000
70,RM,3600,AllPub,OldTown,7,1910,CompShg,VinylSd,TA,CBlock,684,N,1368,1,0,3,1,7,Detchd,1,216,N,2006,WD,114504
120,RL,3922,AllPub,Blmngtn,5,2006,CompShg,VinylSd,TA,PConc,1258,Y,1402,0,2,2,1,7,Attchd,3,648,Y,2007,New,194201
20,RL,12984,AllPub,Crawfor,6,1977,CompShg,Plywood,TA,CBlock,1430,Y,1647,2,0,3,1,7,Attchd,2,621,Y,2006,WD,217500
160,RM,1950,AllPub,Blueste,6,1980,CompShg,MetalSd,Gd,CBlock,716,Y,1556,2,1,3,1,6,Attchd,2,452,Y,2008,COD,151000
60,RL,10927,AllPub,NridgHt,5,2005,CompShg,VinylSd,TA,PConc,1058,Y,1904,2,1,3,1,8,BuiltIn,2,736,Y,2006,WD,275000
50,RM,9000,AllPub,IDOTRR,6,1937,CompShg,Wd Sdng,Gd,PConc,780,Y,1375,1,1,3,1,6,Detchd,1,544,P,2007,WD,141000
60,RL,10041,AllPub,SawyerW,5,1992,CompShg,HdBoard,TA,PConc,908,Y,1915,2,1,3,1,8,Attchd,2,506,Y,2006,WD,220000
160,FV,3182,AllPub,Somerst,5,2004,CompShg,MetalSd,TA,PConc,600,Y,1200,2,1,2,1,4,Detchd,2,480,Y,2010,WD,151000
20,RL,12803,AllPub,CollgCr,5,2002,CompShg,VinylSd,TA,PConc,1494,Y,1494,2,0,3,1,6,Attchd,2,530,Y,2008,WD,221000
60,RL,13600,AllPub,NAmes,6,1965,CompShg,HdBoard,TA,CBlock,768,Y,1986,2,1,3,1,7,Attchd,2,486,Y,2009,WD,205000
20,RL,12464,AllPub,CollgCr,5,1996,CompShg,VinylSd,Gd,PConc,1040,Y,1040,1,0,3,1,6,Detchd,2,576,Y,2009,WD,152000
20,RL,7800,AllPub,Edwards,8,1948,CompShg,MetalSd,Gd,CBlock,896,Y,2008,3,0,3,1,8,Attchd,1,230,Y,2006,WD,225000
70,RL,12168,AllPub,Crawfor,6,1934,CompShg,BrkFace,TA,PConc,965,Y,3194,2,1,4,1,10,Basment,2,380,Y,2007,WD,359100
20,RL,7943,AllPub,Sawyer,5,1961,CompShg,VinylSd,Fa,CBlock,1029,Y,1029,1,0,3,1,5,Attchd,1,261,Y,2007,WD,118500
60,RL,11050,AllPub,CollgCr,5,2000,CompShg,VinylSd,TA,PConc,1440,Y,2153,2,1,3,1,8,Attchd,3,736,Y,2009,WD,313000
80,RL,10395,AllPub,NWAmes,6,1978,CompShg,HdBoard,TA,CBlock,1032,Y,1032,2,0,3,1,6,Attchd,2,564,Y,2007,WD,148000
60,RL,11885,AllPub,CollgCr,5,2001,CompShg,VinylSd,TA,PConc,1299,Y,1872,2,1,3,1,7,BuiltIn,2,531,Y,2009,WD,261500
20,RL,8402,AllPub,Mitchel,5,2007,CompShg,VinylSd,TA,PConc,1120,Y,1120,1,0,3,1,6,,0,0,Y,2007,New,147000
180,RM,1491,AllPub,MeadowV,6,1972,CompShg,CemntBd,TA,CBlock,630,Y,630,1,0,1,1,3,,0,0,Y,2010,WD,75500
85,RL,8800,AllPub,NAmes,7,1963,CompShg,MetalSd,Gd,PConc,936,Y,1054,1,0,3,1,6,Attchd,2,480,Y,2010,WD,137500
60,RL,7861,AllPub,Gilbert,5,2002,CompShg,VinylSd,TA,PConc,783,Y,1509,2,1,3,1,7,Attchd,2,393,Y,2006,WD,183200
45,RL,7227,AllPub,NAmes,6,1954,CompShg,MetalSd,TA,CBlock,832,Y,832,1,0,2,1,4,Detchd,2,528,Y,2008,WD,105500
20,RL,11694,AllPub,NridgHt,5,2007,CompShg,CemntBd,TA,PConc,1822,Y,1828,2,0,3,1,9,Attchd,3,774,Y,2007,New,314813
60,RL,12244,AllPub,Timber,5,2003,CompShg,VinylSd,TA,PConc,1482,Y,2262,2,1,4,1,10,Attchd,3,749,Y,2008,WD,305000
30,RL,8248,AllPub,Edwards,3,1914,CompShg,Stucco,TA,BrkTil,864,N,864,1,0,2,1,5,,0,0,N,2008,WD,67000
60,RL,10800,AllPub,NWAmes,7,1974,CompShg,HdBoard,TA,CBlock,1522,Y,2614,2,1,4,1,9,Attchd,2,624,Y,2008,WD,240000
20,RL,7064,AllPub,Sawyer,6,1977,CompShg,Plywood,TA,CBlock,980,Y,980,1,0,3,1,6,Detchd,2,484,Y,2009,WD,135000
160,FV,2117,AllPub,Somerst,5,2000,CompShg,MetalSd,TA,PConc,756,Y,1512,2,1,2,1,4,Detchd,2,440,Y,2007,WD,168500
60,RL,10400,AllPub,NWAmes,5,1972,CompShg,VinylSd,TA,CBlock,732,Y,1790,1,2,4,1,8,Attchd,2,484,Y,2006,WD,165150
20,RL,10000,AllPub,NAmes,6,1962,CompShg,Wd Sdng,TA,CBlock,1116,Y,1116,1,1,3,1,5,Attchd,2,440,Y,2010,WD,160000
20,RL,12342,AllPub,NAmes,5,1960,CompShg,Wd Sdng,TA,CBlock,978,Y,1422,1,0,3,1,6,Attchd,1,286,Y,2007,WD,139900
80,RL,9600,AllPub,NAmes,6,1955,CompShg,AsbShng,TA,CBlock,1156,Y,1520,1,0,3,1,7,Basment,1,364,Y,2010,WD,153000
60,RL,11606,AllPub,NAmes,5,1969,CompShg,Plywood,TA,PConc,1040,Y,2080,1,2,5,1,9,Attchd,2,504,Y,2007,WD,135000
80,RL,9020,AllPub,NAmes,5,1964,WdShngl,Plywood,TA,CBlock,1248,Y,1350,1,1,3,1,6,Attchd,2,520,Y,2008,WD,168500
70,RM,9000,AllPub,OldTown,6,1880,CompShg,VinylSd,TA,BrkTil,636,Y,1750,1,0,3,1,8,Detchd,1,240,N,2006,WD,124000
120,RL,4590,AllPub,NridgHt,5,2006,CompShg,VinylSd,TA,PConc,1554,Y,1554,2,0,2,1,6,Attchd,2,627,Y,2007,WD,209500
20,RL,11900,AllPub,NWAmes,5,1977,CompShg,Plywood,Gd,CBlock,1386,Y,1411,2,0,3,1,6,Attchd,2,544,Y,2009,WD,82500
20,RL,9250,AllPub,NAmes,7,1954,CompShg,Wd Sdng,TA,CBlock,1056,Y,1056,1,0,3,1,6,Attchd,1,260,Y,2007,WD,139400
90,RL,6979,AllPub,OldTown,5,1980,CompShg,Plywood,TA,CBlock,1056,Y,1056,0,0,0,2,4,Detchd,2,576,Y,2010,WD,144000
190,RH,10896,AllPub,SWISU,7,1914,CompShg,VinylSd,TA,CBlock,1440,Y,3395,2,0,8,2,14,,0,0,N,2007,WD,200000
30,RM,6120,AllPub,BrkSide,3,1936,CompShg,AsbShng,Fa,BrkTil,264,N,800,1,0,1,1,4,,0,0,N,2009,ConLw,60000
190,RM,6000,AllPub,OldTown,4,1954,CompShg,Wd Sdng,TA,CBlock,811,Y,1387,2,0,3,2,7,BuiltIn,1,256,Y,2009,WD,93000
30,RL,8777,AllPub,Edwards,7,1910,CompShg,MetalSd,TA,CBlock,796,Y,796,1,0,2,1,4,,0,0,P,2008,WD,85000
120,RL,3982,AllPub,Blmngtn,5,2006,CompShg,VinylSd,TA,PConc,1520,Y,1567,2,0,1,1,7,Attchd,3,648,Y,2006,New,264561
120,RL,12677,AllPub,NridgHt,5,2003,CompShg,MetalSd,TA,PConc,1518,Y,1518,1,1,1,1,6,Attchd,2,588,Y,2008,WD,274000
60,FV,7050,AllPub,Somerst,5,2001,CompShg,VinylSd,TA,PConc,1057,Y,1929,2,1,3,1,7,Attchd,2,650,Y,2007,WD,226000
80,RL,13860,AllPub,NAmes,7,1972,CompShg,Plywood,TA,CBlock,1952,Y,2704,2,1,4,1,9,Attchd,2,538,Y,2009,WD,345000
60,RL,10793,AllPub,NWAmes,5,1969,CompShg,WdShing,TA,CBlock,780,Y,1620,2,1,4,1,7,Attchd,2,462,Y,2007,WD,152000
20,FV,9187,AllPub,Somerst,5,2009,CompShg,CemntBd,TA,PConc,1766,Y,1766,2,1,2,1,7,Attchd,3,478,Y,2009,New,370878
20,RL,10530,AllPub,NAmes,5,1971,CompShg,Plywood,TA,CBlock,981,Y,981,1,1,3,1,5,Detchd,2,576,Y,2007,WD,143250
20,RL,7200,AllPub,NAmes,5,1950,CompShg,MetalSd,TA,CBlock,0,Y,1048,1,0,3,1,7,Detchd,2,420,Y,2008,WD,98300
20,RL,10452,AllPub,Edwards,5,1953,CompShg,Wd Sdng,TA,CBlock,1094,Y,1094,1,0,3,1,5,Attchd,2,495,Y,2008,WD,155000
60,RL,7700,AllPub,NAmes,5,1966,CompShg,MetalSd,TA,CBlock,756,Y,1839,1,1,4,1,7,Attchd,2,442,Y,2010,WD,155000
180,RM,1936,AllPub,MeadowV,6,1970,CompShg,CemntBd,TA,CBlock,630,Y,630,1,0,1,1,3,,0,0,Y,2007,WD,84500
60,FV,8125,AllPub,Somerst,6,2007,CompShg,CemntBd,TA,PConc,813,Y,1665,2,1,3,1,7,Attchd,2,562,Y,2008,WD,205950
70,RL,9084,AllPub,Edwards,5,1940,CompShg,MetalSd,TA,CBlock,755,Y,1510,1,0,4,1,7,Detchd,1,296,P,2009,WD,108000
60,RL,8750,AllPub,CollgCr,5,1996,CompShg,VinylSd,TA,PConc,880,Y,1716,2,1,2,1,7,Attchd,2,512,Y,2009,WD,191000
50,RM,10320,AllPub,IDOTRR,7,1906,CompShg,MetalSd,TA,CBlock,756,Y,1469,1,0,3,1,7,Detchd,1,216,Y,2008,WD,135000
20,RL,10437,AllPub,NoRidge,6,1995,CompShg,MetalSd,Gd,PConc,2109,Y,2113,2,1,2,1,7,Attchd,3,839,Y,2008,WD,350000
160,RM,1680,AllPub,BrDale,5,1971,CompShg,HdBoard,TA,CBlock,525,Y,1092,1,1,3,1,6,Detchd,1,264,Y,2010,WD,88000
20,RL,10007,AllPub,NAmes,7,1959,CompShg,HdBoard,TA,CBlock,1053,Y,1053,1,1,3,1,5,Attchd,1,312,Y,2008,WD,145500
70,RL,7200,AllPub,Crawfor,6,1931,CompShg,Stucco,Fa,BrkTil,776,Y,1502,1,1,3,1,6,Attchd,1,270,P,2008,WD,149000
50,RL,17503,AllPub,NAmes,5,1948,CompShg,VinylSd,TA,CBlock,912,Y,1458,1,0,3,1,6,Attchd,1,330,Y,2010,WD,97500
20,RL,9937,AllPub,Edwards,7,1964,CompShg,MetalSd,Gd,PConc,1486,Y,1486,1,0,3,1,7,Detchd,2,480,Y,2009,WD,167000
60,RL,12384,AllPub,NWAmes,7,1976,CompShg,Plywood,TA,CBlock,793,Y,1935,2,1,3,1,7,Attchd,2,550,Y,2007,WD,197900
60,RL,46589,AllPub,NoRidge,7,1994,CompShg,VinylSd,TA,PConc,1629,Y,2448,2,1,4,1,8,Attchd,3,711,Y,2009,WD,402000
20,RL,13560,AllPub,NAmes,3,1968,CompShg,Wd Sdng,TA,CBlock,1392,Y,1392,1,0,2,1,5,Attchd,2,576,Y,2009,WD,110000
85,RL,10012,AllPub,Edwards,5,1972,CompShg,Plywood,TA,CBlock,1138,Y,1181,2,0,3,1,6,Detchd,2,588,Y,2008,WD,137500
20,RL,20896,AllPub,Somerst,5,2005,CompShg,VinylSd,TA,PConc,2077,Y,2097,1,1,1,1,8,Attchd,3,1134,Y,2006,New,423000
60,RL,11194,AllPub,Gilbert,5,2000,CompShg,VinylSd,TA,PConc,1406,Y,1936,2,1,3,1,7,Attchd,2,504,Y,2006,WD,230500
60,RL,18450,AllPub,NAmes,5,1965,Tar&Grv,Plywood,Gd,CBlock,1021,Y,2380,2,1,3,1,7,CarPort,2,596,Y,2007,WD,129000
20,RL,8125,AllPub,SawyerW,5,1994,CompShg,HdBoard,TA,PConc,1408,Y,1679,2,0,3,1,7,Attchd,2,575,Y,2008,WD,193500
20,RL,14175,AllPub,Sawyer,6,1956,CompShg,CemntBd,TA,CBlock,1188,Y,1437,1,1,3,1,6,Detchd,2,576,Y,2006,WD,168000
30,RL,11600,AllPub,Crawfor,5,1922,CompShg,MetalSd,TA,BrkTil,700,Y,1180,1,0,2,1,5,Detchd,1,252,Y,2006,WD,137500
60,RL,8633,AllPub,CollgCr,5,2005,CompShg,VinylSd,TA,PConc,738,Y,1476,2,1,3,1,7,Attchd,2,540,Y,2009,WD,173500
70,RH,6629,AllPub,Edwards,6,1925,CompShg,Wd Sdng,Gd,BrkTil,672,N,1369,2,0,3,1,6,Detchd,1,300,Y,2009,WD,103600
20,RL,11250,AllPub,Veenker,6,1977,CompShg,Plywood,TA,CBlock,1208,Y,1208,1,1,3,1,6,Attchd,2,546,Y,2006,WD,165000
20,RL,14442,AllPub,Crawfor,7,1957,CompShg,CemntBd,TA,PConc,1477,Y,1839,2,0,3,1,7,Attchd,2,416,Y,2007,WD,257500
